Type of Review,Name,Classification,Company,Distillery,Release Date,Proof,Age,Mashbill,Color,MSRP,Website,Nose,Palate,Finish,Overall,Overall Rating,Written By,Link
,Buzzard’s Roost Very Small Batch Rye,Classification: Straight Rye,Company: Buzzard’s Roost,Distillery: MGP,Release Date: Ongoing,Proof: 105,Age: 3 Years,Mashbill: Undisclosed,Color: Bronze,MSRP: $50,Official Website,Sweet fruit-filled scents | Light pine | Touch of oak | Tingle of ethanol,Vanilla | Toasted sugar | Baking spice | Dash of rye spice | Youthful and sweet,Building rye spice | Vanilla | Noticeable oak | On the shorter side,"Buzzard’s Roost was created by Jason Brauner, the co-owner of the influential Bourbons Bistro in Louisville, KY. The bourbon is originally sourced from MGP before being rebarreled in a brand new charred oak barrel that is custom ordered to Buzzard’s Roost’s specifications. The end result is a rye that has the underpinnings of a classic sweeter MGP rye flavor profile with just a hint of extra oak coming through on the finish. The proof is quite manageable and results in an easy-sipping, everyday rye.",2.5,Jordan,https://www.breakingbourbon.com/review/buzzards-roost-very-small-batch-rye
,Daviess County Straight Bourbon Whiskey,Classification: Straight Bourbon,Company: Lux Row Distillers,Distillery: Sourced (From undisclosed distillery[ies]),Release Date: February 2020,Proof: 96,Age: NAS,Mashbill: Undisclosed (Blend of wheated and ryed bourbon mashbills),Color: Light Copper,MSRP: $40 (2020),Official Website,Orange zest | Honey lozenge | Slight Oak | Hint of ethanol | Pleasant opening,Oak | Honey | Pepper spice | Vanilla | Orange rinde,Green peppercorn | Vanilla | Dry Oak | Cigar box,"Daviess County Straight Bourbon whiskey is a blend of wheated and rye bourbon mashbills. This combination shows throughout the sip, with sweeter notes starting things off and eventually ending on a slightly drier note. While not overly deep, these flavors are easy to appreciate. Daviess County Straight Bourbon Whiskey is ultimately an average run-of-the-mill bourbon that is sure to please many, especially at the proof and price point.",2.5,Jordan,https://www.breakingbourbon.com/review/daviess-county-straight-bourbon-whiskey
,Dry Fly Bourbon 101,Classification: Straight Bourbon,Company: Dry Fly Distilling,Distillery: Dry Fly Distilling,Release Date: Ongoing,Proof: 101,Age: 4 Years,"Mashbill: 55% Corn, 45% Triticale",Color: Light Gold,MSRP: $40 (2020),Official Website,Light vanilla | Touch of oak | Soft grain | Hint of peaches & cream,Youthful oak | Vanilla | Pepper spice | Sharp flavors,Pepper spice | Sharp oak | Hint of leather | Lingering spice,"Dry Fly Bourbon 101 takes an extremely unique route for their mashbill, being made with triticale grain. This grain is a hybrid of wheat and rye first bred in laboratories during the late 19th century in Scotland and Germany. The result is a bourbon that takes on the qualities of both grains with softer flavors being punched around by more dominating spicy ones.",2.5,Jordan,https://www.breakingbourbon.com/review/dry-fly-bourbon-101
,Ella Jones Colorado Straight Bourbon,Classification: Straight Bourbon,Company: The Family Jones,Distillery: The Family Jones,Release Date: Ongoing,Proof: 94,Age: 2 Years,"Mashbill: 75% Corn, 15% Rye, 10% Malted Barley",Color: Medium Copper,MSRP: $45 (2020),Official Website,Summer fruit | Apricot | Citrus | Anise | Youthful | Light & approachable,Pear | Peach | Vanilla | Cornbread | Pop of rye spice,Rye spice | Cherries | Light oak | Caramel | Medium length with tapering sweetness,"From milling to distilling, aging, and bottling, Ella Jones Bourbon is entirely created by The Family Jones in Denver, Colorado. The bourbon is on the sweeter, fruitier side, with a mix of summer fruits presented throughout the sip. A hint of youthfulness comes into play, notably on the nose, yet echoes throughout. Despite this, the end result is still nicely developed, presenting a flavor profile that many will appreciate.",2.5,Nick,https://www.breakingbourbon.com/review/ella-jones-colorado-straight-bourbon
,Further Straight Rye,Classification: Straight Rye,Company: BC Merchants,Distillery: MGP,Release Date: Ongoing,Proof: 101,Age: 2 Years,Mashbill: Undisclosed,Color: Light Honey,MSRP: $40 (2020),Official Website,Apples | Summer fruit | Light & approachable,Caramel | Maple sugar candy | Rye spice | Sweet with a spicy pop,Touch of oak | Caramel | Sticky | Lingering,"Further Rye is named in honor of “Further,” a 1939 school bus that was owned by novelist Ken Kesey, author of best selling novel, One Flew Over the Cuckoo’s Nest. The bus is symbolic of a time of change, and portions of sales from Further Bourbon and Rye are being used to restore the bus. Inside the bottle is 2 year old MGP rye, a common source for a variety of brands, however the particular barrels used or simply the overall blend represents some of the best young MGP rye I’ve had.",2.5,Nick,https://www.breakingbourbon.com/review/further-straight-rye
Capsule Review,Nashville Barrel Company Small Batch Rye Whiskey Batch 1,,Nashville Barrel Company,Sourced (From undisclosed distillery[ies] in Indiana),November 2020,100,Blend of 4 and 7 Year rye whiskeys,"95% Rye, 5% Malted Barley",Dark Gold,$60,,Cinnamon stick | Touch of oak | White pepper | Hint of rye spice | Big dose of lush fruits,Charred oak | Sweet vanilla | Leather | Pepper | Hints of dark cherries | Earthy flavors keep sweeter ones at bay,Creamy vanilla | Oak | Dried leather | Dash of rye spice | Short and crisp,"Nashville Barrel Company is known for offering their hand selected barrels to individuals and groups to select and call their own. While this is still the core offering for the company, they recently released their own small batch product as well.
Batch 1 presents an easy sipping flavor profile that provides a nice mix of fruit and earthy flavors. This makes it pretty easy to assume where this is sourced from, which isn’t necessarily a bad thing at all. While the sip won’t blow you away, what it does do is draw you back in for more and more. Additionally, its flavor profile provides enough flexibility to drink neat or for a more fun, albeit expensive, rye-based cocktail. Nashville Barrel Company Small Batch Rye Whiskey Batch 1 is easy to appreciate, and thanks to its manageable 100 proof, is a good rye for whiskey drinkers of all levels.

",2.5,Jordan,https://www.breakingbourbon.com/review/nashville-barrel-company-small-batch-rye-whiskey-batch-1
,O.K.I. Single Barrel Bourbon Barrel #18,Classification: Straight Bourbon,Company: O.K.I.,Distillery: MGP,Release Date: September 2020,Proof: 114,Age: 5 Years,"Mashbill: 60% Corn, 36% Rye, 4% Malted Barley",Color: Light Copper,MSRP: $70,Official Website,Creamy caramel | Lightly charred oak | Vanilla | Slight tingling of ethanol,Rye spice | Hints of orange rind & burnt sugar | Peppery | Touch of baking spice | Hot and fiery with a touch of sweet,Fiery spice | Light oak | Vanilla | White peppercorn | Dominating heat,"The O.K.I. brand first helped get New Riff Distilling off the ground and now Chad Brizendine and Jake Warm are hoping to breathe new life into it after acquiring it from New Riff. O.K.I.'s first single barrel releases are bottled at cask strength, and were released in Northern Kentucky this fall with distribution to Ohio and Indiana planned soon thereafter.

The sip opens with an inviting nose that highlights a rich creamy profile with a slight hint at the heat that’s going to follow. The palate punches above the bottling proof and delivers a hot sip that mixes in a dab of sweetness. Ending on a dominant note of straight heat, O.K.I. Barrel #18 is geared towards those that like and embrace a fiery high proof pour.",2.5,Jordan,https://www.breakingbourbon.com/review/o-k-i-single-barrel-bourbon-barrel-18
,O.K.I. Single Barrel Bourbon Barrel #4,Classification: Straight Bourbon,Company: O.K.I.,Distillery: MGP,Release Date: September 2020,Proof: 115.5,Age: 5 Years,"Mashbill: 60% Corn, 36% Rye, 4% Malted Barley",Color: Light Copper,MSRP: $70,Official Website,Creamy caramel | Spiced vanilla | Light summer fruits | Airy and bright,Caramel | Baking spice | Fruit salad | Hints of rye | Nice balance of sweet & spicy,Oak | Flash of spice | Leather | Lacking depth compared to the rest of the sip,"The O.K.I. brand first helped get New Riff Distilling off the ground and now Chad Brizendine and Jake Warm are hoping to breathe new life into it after acquiring it from New Riff. O.K.I.'s first single barrel releases are bottled at cask strength, and were released in Northern Kentucky this fall with distribution to Ohio and Indiana planned soon thereafter.

The first release of O.K.I consisted of several single barrels, each having similar yet unique flavor profiles. This was evident as I tasted Barrel #4 against Barrel #18. Where Barrel #18 is a spice bomb that delivers oodles of heat, Barrel #4 pulls forth more pronounced fruiter flavors in the nose and palate. While the finish is lacking any soul, it’s another good start to bringing the brand back to life. It will be interesting to see how O.K.I finds its footing as it grows with time.",2.5,Jordan,https://www.breakingbourbon.com/review/o-k-i-single-barrel-bourbon-barrel-4
,Old Forester Single Barrel Barrel Strength,Classification: Straight Bourbon,Company: Brown-Forman,Distillery: Brown-Forman Shively Distillery,Release Date: Ongoing,Proof: 130-135 (Our sample’s proof wasn't given),Age: NAS,"Mashbill: 72% Corn, 18% Rye, 10% Malted Barley",,MSRP: $80 (2020),,"A somewhat tame and straightforward aroma consisting of cherry cough syrup, granny smith apples, crème brûlée, and wet oak. It’s a pleasant aroma that’s easy to enjoy, but surprising for how restrained it is for the proof.","Potent with a burst of roasted pecans, thick oak, black cherries, and leather. The flavors all come at you at one speed and aren’t quite as punchy as I’d like them to be. The sip has a bold flavor overall thanks to its proof, but it's just not very exciting.","A long hot finish of pecan, seasoned oak, burnt caramel, pepper, and mild bitterness. It’s a serviceable finish that packs flavor and heat, but like the palate, it isn't very thrilling.","Old Forester has made dramatic quality improvements to their Old Forester bourbon brand over the last five years. Their Prohibition Style and Statesman bourbons have been prime examples of this change, and their new 100 proof Old Forester Single Barrel is also quite impressive.

Unfortunately, the particular single barrel I tasted at barrel strength wasn’t quite ready for prime time. All of the brightness and interesting mingling of flavors from the 100 proof single barrel didn’t carry over to the barrel strength. It's a flat wall of flavor that, despite its hotness, doesn’t translate that intensity of the flavors to the same degree. It’s by no means bad, but this particular single barrel isn’t up to the task of being a Stagg Jr. or Elijah Craig Barrel Proof replacement for me.

The sample used for this review was provided at no cost courtesy of Brown-Forman. We thank them for the sample and for allowing us to review it with no strings attached.",2.5,Eric,https://www.breakingbourbon.com/review/old-forester-single-barrel-barrel-strength
Capsule Review,Pinhook Bourbon War Vertical Series - 5 Year,Straight Bourbon,CJS Beverage Corp.,MGP,October 2020,104,5 Years,"75% Corn, 20.5% Rye, and 4.5% Malted Barley",Light Bronze,$50,Official Website,"Oak | Big grain | Vanilla | Toasted marshmallow | Slight ethanol tingle
",Green pepper | Rye spice | Noticeable oak | Toasted brown sugar | Caramel | Underlying corn throughout | Punchy spice mixed with sweeter flavors,Oak | Corn bake | Dry leather | White peppercorns | Touch of brown sugar | Pleasant way to end the sip,"Bourbon War 5 Year represents the first release in a 9 year vertical series. We first visited the series in our review of Bourbon War 4 Year which launched the vertical series off to a good start. The 5 year version of the series delivers a similar drinking experience that also has some noticeable differences. The base is similar, however the slight increase of proof to 106 pulls forward more of the spice in the palate along with highlighting more of the grain overall. While some years will slightly edge out others, this continues to be a fun series to explore the impact that time has on bourbon. I look forward to seeing the progression take place over the remaining years.",2.5,Jordan,https://www.breakingbourbon.com/review/pinhook-bourbon-war-vertical-series-5-year
,Rabbit Hole Boxergrail Rye,Classification: Straight Rye,Company: Rabbit Hole,Distillery: Contract Distilled at an Undisclosed Kentucky Distillery,Release Date: Ongoing,Proof: 95,Age: 3 Years,"Mashbill: 95% Rye, 5% Malted Barley",Color: Light Copper,MSRP: $50 (2020),Official Website,Summer fruits | Hints of vanilla | Subtle rye spice | Touch of white peppercorn | Light & airy,Oak | Hints of dry leather and tobacco | Light spice | Sweet vanilla | Earthy,Rye spice | Dry oak | Flashes of vanilla | Short and to the point,"Rabbit Hole Boxergrail Rye is a whiskey that’s hard to hate yet also won’t stand out in a crowd. The highlight of the sip is its palate which nicely balances more earthy flavors with just the right amount of sweetness to give it some character. I can see this being a nice transitional rye, albeit a more expensive one, for bourbon drinkers who are looking to explore this whiskey category.",2.5,Jordan,https://www.breakingbourbon.com/review/rabbit-hole-boxergrail-rye
,Riverset Rye,Classification: Straight Rye,Company: B.R. Distilling Company,Distillery: B.R. Distilling Company,Release Date: Ongoing,Proof: 93,Age: NAS,Mashbill: Undisclosed,Color: Yellow Gold,MSRP: $40,Official Website,Ripe peaches | Subtle spice | Light oak | Vanilla | Hint of syrup,Peach gummy rings | Leather | Vanilla | Green peppercorns,Leather | Oak | Light rye spice | Fading hints of peach,"Peach seems to be a running theme with Riverset Rye. From the opening scents of ripe peaches to the interwoven peach flavors throughout the palate and finish, it’s hard to ignore. There’s a subtle undertone of spice, that to a degree helps balance things out, yet overall this is a sweet rye. While it won’t wow when poured neat, it also won’t disappoint either. Where I really see this shining is in summertime cocktails that call for a slightly sweeter base whiskey.",2.5,Jordan,https://www.breakingbourbon.com/review/riverset-rye
,Roaming Man Tennessee Straight Rye,Classification: Straight Rye,Company: Sugarlands Distilling Company,Distillery: Sugarlands Distilling Company,Release Date: 2020,Proof: 119.6 (Cask Strength),"Age: Blend of 3 Years, 8 Months & 3 Years, 4 Months","Mashbill: 51% Rye, 45% Corn, 4% Malted Barley",Color: Caramel,MSRP: $50 (375ml) (2020),Official Website,Raisins | Grain | Caramel | Light plum | Dark fruit,Rye spice | Orange chocolate | Grain | Light oak | Oily mouthfeel,Raisins | Rye spice | Apple | Vanilla | Oak | Long lasting,"Much like its younger iteration, Roaming Man packs a punch. At 119.6 proof, its heavy rye spice backbone is evident throughout its sip. The whiskey still has some grainy notes present, although these are showing signs of retreating as the oak becomes more established. Its oily mouthfeel in conjunction with its proof helps highlight its raisin, plum, and port-like flavor profile, but more development is needed to tame the grain and intensify the oak. Sugarlands will have something special here in due time.",2.5,Eric,https://www.breakingbourbon.com/review/roaming-man-tennessee-straight-rye
,Rossville Union Rye,Classification: Straight Rye,Company: MGP,Distillery: MGP,Release Date: Ongoing,Proof: 94,Age: NAS (Website states aged for 5 and 6 years),Mashbill: Blend of MGP’s 51% and 95% rye mashbills,Color: Light Copper,MSRP: $40 (2020),Official Website,Rye spice | Summer berries | Light ethanol | Classic MGP fruity profile,Oak | Vanilla | Baked bread | Dominant summer fruits,Light rye spice | Muted vanilla | Aged oak | Dash of leather,"Revitalized by MGP, a distillery that mostly serves other brands, Rossville Union Rye restores a historic name to the world of rye whiskey. Its 5-6 year age comes across as surprising, since Rossville Union drinks like many other MGP ryes that were aged for less time. With a sip that plays it safe, Rossville Union will please fans of MGP’s characteristic fruit-forward ryes.

This sample was provided at no cost and no strings attached.",2.5,Jordan,https://www.breakingbourbon.com/review/rossville-union-rye
,Ryskey Rye Whiskey,Classification: Rye,"Company: Glenns Creek Distilling, LLC",Distillery: MGP,Release Date: Ongoing,Proof: 122,"Age: Label states ""Aged at least 6 months."" Company later clarified it is aged 4 years.","Mashbill: 95% Rye, 5% Malted Barley",,MSRP: $40 (2020),Website,"Caramel, pepper, black licorice, toasted oak, orange, and grass. A nice intensity with scents that work well together.","Brown sugar, syrupy oak, mild youthful notes, and rye spice. Not overly complex but flavorful.","Punchy with a burst of oak, burnt caramel, and black pepper. Slightly dry with a mild bitterness during its long hot finish.","This whiskey is a good example of how staves can change a whiskey for the better. MGP rye whiskey comes in many forms from many distilleries and producers these days, but this whiskey showcases how adding staves can transform it into something new. If you’re not a fan of stave finishing, this won’t convert you. Yet others may find this to be an interesting pour. It’s clear the staves are hiding its youthful notes as you can taste subtle hints of them here and there, but it also sports an appealing richness that is hard to deny. Inserting staves may never fully replace traditional aging time in the barrel, but they can produce something that may otherwise never reach this degree of richness. Some might find it manufactured, and others will be intrigued by it. While it may not have made me a convert to stave finishing, I did enjoy my time sipping it.

Glenns Creek Distilling contacted us after this review was posted with a clarification that despite the label stating it containing 6+ month old whiskey, it is actually 4 years old.

The sample used for this review was provided at no cost courtesy of Glenns Creek Distilling. We thank them for the sample and for allowing us to review it with no strings attached.

Note from the Breaking Bourbon crew: Tasting Note Tuesdays posts are now considered “Reviews” going forward. They will be assigned a Overall rating and be included in our Review Sort pages including Name, Rating, Price, and Review Date for easier navigation. Current full Reviews, as you have come to know them, will remain unchanged, but will be reclassified as “In-Depth Reviews” and will be noted on our Sort pages so they can be clearly differentiated from the new, shorter Reviews.",2.5,Eric,https://www.breakingbourbon.com/review/ryskey-rye-whiskey
,Starlight Carl T. Huber’s Small Batch Straight Bourbon,Classification: Straight Bourbon,Company: Starlight Distillery,Distillery: Starlight Distillery,Release Date: Ongoing,Proof: 92,Age: 4 Years,"Mashbill: Blend of 60% Corn, 20% Rye, 20% Malted Barley & 51% Corn, 20% Rye, 20% Malted Barley, 9% Wheat",Color: Dark Copper,MSRP: $35 (2020),Official Website,Caramel | Vanilla | Oak | Pear | Traditional bourbon aroma,Oak | Pepper | Trail mix | Banana | Thin and quite oaky,Oak | Pepper | Dry,"If you revel in traditional bourbon flavor profiles, this is for you. Caramel and vanilla are the stars of the show, with a hardcore influx of oak and pepper notes to back it up. It features a surprising amount of oak and color for a 4 year old bourbon aged in 53 gallon barrels. This is probably the result of it being aged in “barrels from three different cooperage companies and four different barrel styles.” Its 3 and 4 grain blended mashbills add some much needed dimension to the palate, but I expected more from such a mingling. For an Indiana bourbon, it drinks more like a classic Kentucky one.",2.5,Eric,https://www.breakingbourbon.com/review/starlight-carl-t-hubers-small-batch-straight-bourbon
,The Mattie Gladden (Bottled in Bond) Bourbon,Classification: Straight Bourbon,Company: Spirits of French Lick,Distillery: Spirits of French Lick,Release Date: Ongoing,Proof: 100,Age: 4 Years,"Mashbill: 55% Corn, 35% Rye, 10% Malted Barley",Color: Dark Copper,MSRP: $45 (2020),Official Website,Summer fruits | Apple | Cinnamon | Smoke | Youthful with predominant fruit notes,Apricot | Anise | Apple pie | Rye spice | Fresh oak,Caramel | Vanilla extract | Ginger spice | Lingering rye spice,"Refreshing disclosure on the label gives way to a new Bottled in Bond bourbon that’s flown under the radar. Presenting dominant fruit notes, this bourbon offers a unique mix of flavors originating from Spirits of French Lick’s Indiana-based distillery. This is definitely an up-and-coming distillery to pay attention to!",2.5,Nick,https://www.breakingbourbon.com/review/the-mattie-gladden-bottled-in-bond-bourbon
Review,Wheel Horse Rye Batch 1,Straight Rye,Latitude Beverage/Ocean State Distillers,O.Z. Tyler Distillery,December 2019 (Ongoing release) ,101,2 Years (Website states up to 3 years),"95% Rye, 5% Malted Barley",Golden Straw ,$28 (2020),,"An affable aroma flows from the glass emitting scents of straw, popcorn, peach, and pepper. This makes an enjoyable first impression. A quick swirl of the glass brings forward additional notes of rye spice and mild cinnamon that nicely balances the initial scents.","A sweet and spicy fusion of cinnamon sugar and rye spice with faint drafts of cocoa and cinnamon bark. It’s a straightforward flavor profile at first, but the contrasting sweet and spice quickly becomes its most notable element and turns the palate into quite the enjoyable sipper.","Much more grain-forward on the finish, yet it's not so much as a youthful grain taste, as more of a focus on its barley and rye grain components. Its oak influence is on the lighter side, which allows the grains to be highlighted moreso. It’s unique tasting and not what you’d expect.","A lot of people will probably see Wheel Horse Rye and think of it as yet another young rye whiskey from an upstart distillery. While that is true, Wheel Horse Rye has a few things that make it stand out, most notably its price. Craft whiskey is often expensive and in some cases overpriced for what it is. Wheel Horse Rye bucks this by offering an easy-sipping rye that, while its finish may not be for everyone, is unique tasting, and it’s only $28. There aren't as many whiskeys in this price range as there used to be, and its surprising a new entry is from an upstart distillery. The Wheel Horse brand is making a bold statement releasing this at $28.  But to be frank, I wasn’t blown away by this the first time I had it. It's straightforward and the finish comes out of left field at first sip. But the more I dissected its palate and finish, the more I noticed its sweetness and drinkability, and I came to understand its finish more. There is no denying it's another young whiskey on the market, but at $28, and from a pure drinkability standpoint, it works.

",2.5,Eric,https://www.breakingbourbon.com/review/wheel-horse-rye-batch-1
Manually Added,Wiggly Bridge Small Barrel Bourbon,Bourbon,"Wiggly Bridge Distilleries, LLC","Wiggly Bridge Distilleries, LLC",Ongoing,86,Less than 4 Years,"57% Corn, 38% Rye, 5% Malted Barley",Honey,$59 (2020),Official Website,Caramel | Vanilla | Honey | Citrus | Light overall,Rye spice | Honey | Sugary sweet | Graham cracker | Thin body,Amplified rye note | Cinnamon | Touch of oak | Caramel | Medium length,"Wiggly Bridge Distillery is an interesting story of a father-son operation in York, Maine - a duo that is not only self-taught, but also built their own distillation equipment. The concept of the name is derived from a Wiggly Bridge that was built in the 1930’s and believed to be the smallest pedestrian bridge in the country. The company’s Small Barrel Bourbon is aged in smaller than average barrels, and while the label states “Under 4 Years” the company website states that it's aged for 4 years. Regardless, the bourbon is developed with an ample rye backbone, yet is still relatively light overall which could be attributed to its proof. What it does offer is pleasant, though it will be most appealing to those who prefer a lighter sip.",2.5,Nick,https://www.breakingbourbon.com/review/wiggly-bridge-small-barrel-bourbon
Manually Added,Adventurous Stills Quinoa Whiskey,Quinoa Whiskey,Adventurous Stills,Adventurous Stills,August 2019,100,NAS,"51% Quinoa, 49% Barley",Light Copper,$45,Official Website,Dried jalapenos | Fresh cut chili peppers dominate | No other scents make it past the wall of peppers,Chili peppers | Light grain | Dab of smoke | Chocolate | One of the more wild flavor profiles for a whiskey,Chili peppers | Light dry oak | Slightest touch of vanilla | The finish sticks with you for minutes on end,"Adventurous Stills is a craft distillery located in Tempe, Arizona whose motto is “strive to make something different.” The company’s Quinoa Whiskey is the 12th release in their Explorer’s Club. For $250 a year, members have the opportunity to purchase a unique one-of-a-kind whiskey from the company. Unique is the key word here, as this is one of the wildest whiskeys I’ve tasted lately. The nose smells like you’re about to dive into a spicy jalapeno cocktail and the rest of the sip plows forward with bold pepper flavors. It seems a fitting tribute to its origins in the southwest, and if you're a fan of chili peppers, you may gravitate towards this.

That said, this is truly love it or hate it whiskey with many people probably being in the latter camp due to its exotic flavor profile. While I can’t see too many people reaching for a neat pour all too often, I could see this being used as an interesting twist in a cocktail. I found this whiskey to be too chili pepper dominant, but I do have to give Adventurous Stills credit for making something different.

The bottle being reviewed is number 137.",2,Jordan,https://www.breakingbourbon.com/review/adventurous-stills-quinoa-whiskey
,Bardstown Bourbon Company Fusion Series #2,Classification: Straight Bourbon,Company: Bardstown Bourbon Company,Distillery: Bardstown Bourbon Company and an Undisclosed KY Distillery,Release Date: December 2019,Proof: 98.9,"Age: Blend of 2 Year 10 Month, 3 Year, and 12 Year old straight bourbons","Mashbill: 40% 12 Year KY Bourbon: 74% Corn, 18% Rye, 8% Malted Barley; 18% 3 Year Bardstown Bourbon Co: 68% Corn, 20% Wheat, 12% Malted Barley; 42% 2 Year 10 Months Bardstown Bourbon Co: 60% Corn, 36% Rye, 4% Malted Barley",Color: Light Yellow Gold,MSRP: $60 (2020),Official Website,Oak | Hay | Light vanilla | Light baking spice | Light summer fruits | Lacks complexity,Sweet vanilla | Yellow cake | Oak | Light bubble gum,Oak | Light leather | Light rye spice | Short & crisp,"Bardstown Bourbon Company is transparent in disclosing the blend of mashbills for their bourbons, which is appreciated. With so much of the blend being 12 year old bourbon, I expected a more complex sip. Instead, I was greeted with a light and subtly sweet flavor profile that is heavily influenced by the younger Bardstown distillate. While it doesn’t have an overly youthful flavor profile, the sip certainly left me longing for a lot more, especially for an almost 100 proof bourbon.",2,Jordan,https://www.breakingbourbon.com/review/bardstown-bourbon-company-fusion-series-2
,Black Button Empire Rye Whiskey,Classification: Straight Rye,Company: Black Button Distilling,Distillery: Black Button Distilling,Release Date: Ongoing,Proof: 84,Age: NAS,"Mashbill: 95% Rye, 5% Malted Barley",Color: Light Gold (2020),MSRP: $75,Official Website,Raw rye grain | Oak | Light bubble gum | Youthful yet inviting,Black peppercorn | Oak | Light rye spice | Hints of vanilla beans | Thin mouthfeel,Rye Spice | Oak | Light vanilla | Dash of leather | Medium length,"First released in 2018, Black Button Empire Rye is considered an Empire Rye representing the “whiskey style of New York State.” Its flavor profile is more on the youthful side which comes across throughout the sip. However, the combination of sweet notes with rye spice make for a good combination that shows good potential for this brand in the future. The bottle being reviewed is from Batch #3.",2,Jordan,https://www.breakingbourbon.com/review/black-button-empire-rye-whiskey
,Black Button Four Grain Bourbon (Batch 16),Classification: Straight Bourbon,Company: Black Button Distilling,Distillery: Black Button Distilling,Release Date: Ongoing,Proof: 84,Age: Aged at Least 2 Years,"Mashbill: 60% Corn, 20% Wheat, 9% Rye, 11% Malted Barley",Color: Rust,MSRP: $50 (2020),Official Website,Apricot | Pear | Toffee | Grain | Barley | Light & airy,Honey dew | Barley | Walnut | Grain | Light easy sipper,Rye spice | Chewy caramel candy | Grain | Lasting heat,"Four Grain whiskeys are at their best when they are able to showcase all of their individual parts. Black Button Four Grain Bourbon does this well by showcasing the corn and wheat’s sweetness, the maltiness from the barley, and the spice from the rye during its finish. Its lack of age is evident on its sip, and more aging time is needed to bring out more complexity as well as its oak component. As is, its fruit notes and maltiness make for a fun sipper.

This sample was provided at no cost and no strings attached.",2,Eric,https://www.breakingbourbon.com/review/black-button-four-grain-bourbon-batch-16
,Branch & Barrel Flagship Bourbon,Classification: Whiskey,Company: Broken Arrow Spirits,Distillery: Branch & Barrel Distilling,Release Date: Ongoing,Proof: 88,Age: NAS,"Mashbill: 80% Corn, 20% Malted Barley",Color: Tan,MSRP: $45 (2020),Official Website,Strawberry cream | Apple | Toasted cereal | Light oak,Vanilla | Caramel | Malt | Slight creaminess,Grain | Oak | Heat,"Crafted in Colorado, Broken Arrow Spirits takes that to heart. Barrel & Branch is created using prairie corn, Colorado spring water, and aged in barrels that were produced from the trees on their own property. The whiskey goes by the name “Flagship Bourbon” on their website, yet curiously there is no mention of it being a bourbon on the bottle or their 2017 TTB label approval. Overall it’s a straightforward tasting whiskey, leaning heavily on vanilla, caramel, and grain notes. On the flip side, its nose is expressive, and its maltiness adds character. Additional time in oak is needed to increase complexity and bring out additional flavors.",2,Eric,https://www.breakingbourbon.com/review/branch-barrel-flagship-bourbon
,Catoctin Creek Roundstone Rye,Classification: Rye,Company: Catoctin Creek Distilling Company,Distillery: Catoctin Creek Distilling Company,Release Date: Ongoing,Proof: 80,Age: NAS,Mashbill: 100% Rye,Color: Light Gold,MSRP: $45,Official Website,Grain | New oak | Hint of rye spice | Youthful,Sweet vanilla | Light spice | Cinnamon | Light dry oak,Bold rye spice | Sweet vanilla syrup | Hint of oak | Medium in length,"Catoctin Creek Roundstone Rye Whiskey exudes youth throughout its sip. While the flavors present are adequate, they tend to be lacking in depth. Even though single barrels can always vary, expectations are often set high since those barrels are usually carefully selected. Founded in 2009, I was surprised to see that Catoctin Creek Rye has no age statement associated with it. Its youthful flavor profile combined with its low proof leads me to believe it's on the younger side of the age scale. The bottle being reviewed comes from batch number 20A10.",2,Jordan,https://www.breakingbourbon.com/review/catoctin-creek-roundstone-rye
,Catoctin Creek Roundstone Rye Cask Proof Single Barrel,Classification: Rye,"Company: Catoctin Creek Distilling Company, LLC","Distillery: Catoctin Creek Distilling Company, LLC",Release Date: Ongoing,Proof: 116,Age: NAS,Mashbill: 100% Rye,Color: Dark Copper,MSRP: $90 (2020),Official Website,Rye spice | Distillate | Lemon | Punchy,Lemon zest | Anise | Unaged distillate | Vanilla extract | Punchy and youthful,Summer fruits | Lemon | Rye spice | White peppercorns | Youthful,"Nicely refreshing and clean, Catoctin Creek’s Roundstone Rye Cask Proof whiskey is released twice year per year in single barrel form. Notably distilled onsite, this rye is also not labelled as straight, which suggests it’s aged less than two years. While the taste of the distillate is present throughout the sip, and the label should probably carry an age statement, it shows exceptional promise and I can’t wait to taste this whiskey at a higher age.",2,Nick,https://www.breakingbourbon.com/review/catoctin-creek-roundstone-rye-cask-proof-single-barrel
,Catoctin Creek Roundstone Rye “Distiller’s Edition”,Classification: Rye,Company: Catoctin Creek Distilling Company,Distillery: Catoctin Creek Distilling Company,Release Date: 2020,Proof: 92,Age: NAS,Mashbill: 100% Rye,Color: Rust,MSRP: $53 (2020),Official Website,Sugar Cookie | Brown sugar | Pine | Light grain | Light intensity but clean delivery,Herbal | Powdered cocoa | Cedar | Light Oak | Thin mouthfeel but silky smooth,Pine | Honey | Lemon | Young oak | Short to medium length,"Founded in 2009, Catoctin Creek Distillery has been around a lot longer than most realize. For the “Distiller’s Edition” of their Roundstone Rye, the company selects 10% of their aging barrels they feel offer an interesting flavor profile and release them as a single barrel product at 12 proof points higher than their standard release. This particular single barrel tastes a bit on the young side, especially for being at least 4 years old. It’s a clean tasting distillate that drinks extremely easily, but lacks necessary complexity.",2,Eric,https://www.breakingbourbon.com/review/catoctin-creek-roundstone-rye-distillers-edition
